FULL_NAME,CITY,SALARY_MIN,SALARY_MAX
Angela Kennedy,Sofia,2500,6200
Angela Kennedy,Sofia,2500,6200
Bonnie Rivera,Burgas,2500,6200
David Flores,Varna,2500,6200
William Smith,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
Debra Thomas,Sofia,2500,6200
Debra Thomas,Sofia,2500,6200
Sandra Parker,Plovdiv,2500,6200
Philip Johnston,Bucharest,2500,6200
Brenda Gonzales,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Tamara Tate,Burgas,2500,6200
Julie Simon,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
William Smith,Sofia,2500,6200
Debra Thomas,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
William Smith,Sofia,2500,6200
David Flores,Varna,2500,6200
Bonnie Rivera,Burgas,2500,6200
Angela Kennedy,Sofia,2500,6200
Sandra Parker,Plovdiv,2500,6200
Daniel Ferguson,Burgas,2500,6200
Debra Thomas,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
Joshua Proctor,Targoviste,2500,6200
David Flores,Varna,2500,6200
Bonnie Rivera,Burgas,2500,6200
Angela Kennedy,Sofia,2500,6200
Shannon Willis,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Brenda Gonzales,Burgas,2500,6200
Philip Johnston,Bucharest,2500,6200
Sandra Parker,Plovdiv,2500,6200
Daniel Ferguson,Burgas,2500,6200
Angela Kennedy,Sofia,2500,6200
Daniel Smith,Ruse,2500,6200
Nathan Williams,Constanta,2500,6200
Joshua Proctor,Targoviste,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
James Rogers,Varna,2500,6200
Julie Simon,Plovdiv,2500,6200
Tamara Tate,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Brenda Gonzales,Burgas,2500,6200
Melanie Jenkins,Sofia,2500,6200
Bonnie Rivera,Burgas,2500,6200
David Flores,Varna,2500,6200
William Smith,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
Debra Thomas,Sofia,2500,6200
Daniel Ferguson,Burgas,2500,6200
Sandra Parker,Plovdiv,2500,6200
Philip Johnston,Bucharest,2500,6200
Brenda Gonzales,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Keith Porter,Bucharest,2500,6200
Nathan Williams,Constanta,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
Joseph Burton,Varna,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Daniel Ferguson,Burgas,2500,6200
William Harris,Plovdiv,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Kathy Dillon,Ruse,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Adam Quinn,Targoviste,2500,6200
Joseph Burton,Varna,2500,6200
Mark Hodge,Ruse,2500,6200
William Smith,Sofia,2500,6200
William Harris,Plovdiv,2500,6200
Tamara Tate,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Brenda Gonzales,Burgas,2500,6200
Philip Johnston,Bucharest,2500,6200
Sandra Parker,Plovdiv,2500,6200
Daniel Ferguson,Burgas,2500,6200
Debra Thomas,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
Keith Porter,Bucharest,2500,6200
David Flores,Varna,2500,6200
Bonnie Rivera,Burgas,2500,6200
Angela Kennedy,Sofia,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Kathy Dillon,Ruse,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Adam Quinn,Targoviste,2500,6200
Joshua Proctor,Targoviste,2500,6200
Sandra Parker,Plovdiv,2500,6200
Philip Johnston,Bucharest,2500,6200
Brenda Gonzales,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Tamara Tate,Burgas,2500,6200
Julie Simon,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Joseph Burton,Varna,2500,6200
Nathan Williams,Constanta,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
Joseph Burton,Varna,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Daniel Smith,Ruse,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Kathy Dillon,Ruse,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Adam Quinn,Targoviste,2500,6200
Joseph Burton,Varna,2500,6200
Mark Hodge,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Angela Kennedy,Sofia,2500,6200
Nathan Williams,Constanta,2500,6200
Joshua Proctor,Targoviste,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
James Rogers,Varna,2500,6200
Julie Simon,Plovdiv,2500,6200
Tamara Tate,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Brenda Gonzales,Burgas,2500,6200
Philip Johnston,Bucharest,2500,6200
Sandra Parker,Plovdiv,2500,6200
Joan Taylor,Burgas,2500,6200
Mark Hodge,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Daniel Smith,Ruse,2500,6200
Nathan Williams,Constanta,2500,6200
Joshua Proctor,Targoviste,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
James Rogers,Varna,2500,6200
Julie Simon,Plovdiv,2500,6200
Tamara Tate,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Brenda Gonzales,Burgas,2500,6200
Philip Johnston,Bucharest,2500,6200
Sandra Parker,Plovdiv,2500,6200
Daniel Ferguson,Burgas,2500,6200
Debra Thomas,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
William Smith,Sofia,2500,6200
David Flores,Varna,2500,6200
Bonnie Rivera,Burgas,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Kathy Dillon,Ruse,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Adam Quinn,Targoviste,2500,6200
Adam Quinn,Targoviste,2500,6200
Joseph Burton,Varna,2500,6200
Mark Hodge,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Daniel Smith,Ruse,2500,6200
Nathan Williams,Constanta,2500,6200
Joshua Proctor,Targoviste,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
James Rogers,Varna,2500,6200
Julie Simon,Plovdiv,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
James Rogers,Varna,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Joshua Proctor,Targoviste,2500,6200
Nathan Williams,Constanta,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
Joseph Burton,Varna,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Tamara Tate,Burgas,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
Joshua Proctor,Targoviste,2500,6200
Nathan Williams,Constanta,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
Joseph Burton,Varna,2500,6200
Daniel Smith,Ruse,2500,6200
Brenda Gonzales,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Tamara Tate,Burgas,2500,6200
Julie Simon,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Joshua Proctor,Targoviste,2500,6200
Nathan Williams,Constanta,2500,6200
Philip Johnston,Bucharest,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
Joseph Burton,Varna,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
David Flores,Varna,2500,6200
Shannon Willis,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Brenda Gonzales,Burgas,2500,6200
Philip Johnston,Bucharest,2500,6200
Sandra Parker,Plovdiv,2500,6200
Daniel Ferguson,Burgas,2500,6200
Debra Thomas,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
William Smith,Sofia,2500,6200
Julie Simon,Plovdiv,2500,6200
Bonnie Rivera,Burgas,2500,6200
Angela Kennedy,Sofia,2500,6200
Angela Kennedy,Sofia,2500,6200
Bonnie Rivera,Burgas,2500,6200
David Flores,Varna,2500,6200
William Smith,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
Debra Thomas,Sofia,2500,6200
Daniel Ferguson,Burgas,2500,6200
Sandra Parker,Plovdiv,2500,6200
Adam Quinn,Targoviste,2500,6200
Brenda Spence,Bucharest,2500,6200
William Smith,Sofia,2500,6200
David Flores,Varna,2500,6200
Bonnie Rivera,Burgas,2500,6200
Angela Kennedy,Sofia,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Kathy Dillon,Ruse,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Debra Thomas,Sofia,2500,6200
Joseph Burton,Varna,2500,6200
Mark Hodge,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Daniel Smith,Ruse,2500,6200
Nathan Williams,Constanta,2500,6200
Joshua Proctor,Targoviste,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
James Rogers,Varna,2500,6200
Julie Simon,Plovdiv,2500,6200
Tamara Tate,Burgas,2500,6200
Joseph Burton,Varna,2500,6200
Shannon Willis,Ruse,2500,6200
Tamara Tate,Burgas,2500,6200
Julie Simon,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Joshua Proctor,Targoviste,2500,6200
Nathan Williams,Constanta,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
Shannon Willis,Ruse,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
Philip Johnston,Bucharest,2500,6200
Sandra Parker,Plovdiv,2500,6200
Daniel Ferguson,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
David Flores,Varna,2500,6200
William Smith,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
Debra Thomas,Sofia,2500,6200
Daniel Ferguson,Burgas,2500,6200
Sandra Parker,Plovdiv,2500,6200
Philip Johnston,Bucharest,2500,6200
Brenda Gonzales,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Bonnie Rivera,Burgas,2500,6200
Tamara Tate,Burgas,2500,6200
Julie Simon,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Philip Johnston,Bucharest,2500,6200
Brenda Gonzales,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Tamara Tate,Burgas,2500,6200
Brenda Gonzales,Burgas,2500,6200
Joan Taylor,Burgas,2500,6200
Angela Kennedy,Sofia,2500,6200
Bonnie Rivera,Burgas,2500,6200
David Flores,Varna,2500,6200
William Smith,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
Debra Thomas,Sofia,2500,6200
Daniel Ferguson,Burgas,2500,6200
Sandra Parker,Plovdiv,2500,6200
Travis Scott,Ruse,2500,6200
Angela Kennedy,Sofia,2500,6200
Philip Johnston,Bucharest,2500,6200
Sandra Parker,Plovdiv,2500,6200
Daniel Ferguson,Burgas,2500,6200
Debra Thomas,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
William Smith,Sofia,2500,6200
David Flores,Varna,2500,6200
Bonnie Rivera,Burgas,2500,6200
Angela Kennedy,Sofia,2500,6200
Angela Kennedy,Sofia,2500,6200
Shannon Willis,Ruse,2500,6200
Joseph Burton,Varna,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
Tamara Tate,Burgas,2500,6200
Mark Hodge,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
Joseph Burton,Varna,2500,6200
Adam Quinn,Targoviste,2500,6200
Angela Kennedy,Sofia,2500,6200
Bonnie Rivera,Burgas,2500,6200
David Flores,Varna,2500,6200
Brenda Spence,Bucharest,2500,6200
Shannon Willis,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Brenda Gonzales,Burgas,2500,6200
Philip Johnston,Bucharest,2500,6200
Sandra Parker,Plovdiv,2500,6200
Daniel Ferguson,Burgas,2500,6200
Debra Thomas,Sofia,2500,6200
William Smith,Sofia,2500,6200
William Smith,Sofia,2500,6200
David Flores,Varna,2500,6200
Bonnie Rivera,Burgas,2500,6200
Angela Kennedy,Sofia,2500,6200
Joshua Proctor,Targoviste,2500,6200
Nathan Williams,Constanta,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Nathan Williams,Constanta,2500,6200
Travis Scott,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Tamara Tate,Burgas,2500,6200
Julie Simon,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Joshua Proctor,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
Joseph Burton,Varna,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Brenda Spence,Bucharest,2500,6200
Debra Thomas,Sofia,2500,6200
Daniel Ferguson,Burgas,2500,6200
Sandra Parker,Plovdiv,2500,6200
Philip Johnston,Bucharest,2500,6200
Brenda Gonzales,Burgas,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Kathy Dillon,Ruse,2500,6200
Tamara Tate,Burgas,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Adam Quinn,Targoviste,2500,6200
Joseph Burton,Varna,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Kathy Dillon,Ruse,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Travis Scott,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Tamara Tate,Burgas,2500,6200
Julie Simon,Plovdiv,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Mark Hodge,Ruse,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Adam Quinn,Targoviste,2500,6200
Joseph Burton,Varna,2500,6200
Mark Hodge,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Daniel Smith,Ruse,2500,6200
Nathan Williams,Constanta,2500,6200
Bonnie Rivera,Burgas,2500,6200
Brenda Gonzales,Burgas,2500,6200
Philip Johnston,Bucharest,2500,6200
Sandra Parker,Plovdiv,2500,6200
Daniel Ferguson,Burgas,2500,6200
Debra Thomas,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
William Smith,Sofia,2500,6200
David Flores,Varna,2500,6200
Angela Kennedy,Sofia,2500,6200
Angela Kennedy,Sofia,2500,6200
Julie Simon,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Joshua Proctor,Targoviste,2500,6200
Nathan Williams,Constanta,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Joshua Proctor,Targoviste,2500,6200
Nathan Williams,Constanta,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
Joseph Burton,Varna,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
Joshua Proctor,Targoviste,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
James Rogers,Varna,2500,6200
Julie Simon,Plovdiv,2500,6200
Sandra Parker,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Bonnie Rivera,Burgas,2500,6200
David Flores,Varna,2500,6200
William Smith,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
Debra Thomas,Sofia,2500,6200
Daniel Ferguson,Burgas,2500,6200
Debra Thomas,Sofia,2500,6200
Philip Johnston,Bucharest,2500,6200
Brenda Gonzales,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Tamara Tate,Burgas,2500,6200
Julie Simon,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Shannon Willis,Ruse,2500,6200
Brenda Spence,Bucharest,2500,6200
Debra Thomas,Sofia,2500,6200
Daniel Ferguson,Burgas,2500,6200
Sandra Parker,Plovdiv,2500,6200
Philip Johnston,Bucharest,2500,6200
Brenda Gonzales,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
David Flores,Varna,2500,6200
Tamara Tate,Burgas,2500,6200
Julie Simon,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Joshua Proctor,Targoviste,2500,6200
Nathan Williams,Constanta,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Kathy Dillon,Ruse,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Adam Quinn,Targoviste,2500,6200
Joseph Burton,Varna,2500,6200
Mark Hodge,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Daniel Smith,Ruse,2500,6200
Nathan Williams,Constanta,2500,6200
Joshua Proctor,Targoviste,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
James Rogers,Varna,2500,6200
Angela Kennedy,Sofia,2500,6200
Bonnie Rivera,Burgas,2500,6200
Tamara Tate,Burgas,2500,6200
Mark Hodge,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Daniel Smith,Ruse,2500,6200
Nathan Williams,Constanta,2500,6200
Joshua Proctor,Targoviste,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
James Rogers,Varna,2500,6200
Julie Simon,Plovdiv,2500,6200
Joseph Burton,Varna,2500,6200
Shannon Willis,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Julie Simon,Plovdiv,2500,6200
Angela Kennedy,Sofia,2500,6200
Bonnie Rivera,Burgas,2500,6200
David Flores,Varna,2500,6200
William Smith,Sofia,2500,6200
Brenda Spence,Bucharest,2500,6200
Daniel Ferguson,Burgas,2500,6200
Joseph Burton,Varna,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
Keith Porter,Bucharest,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Kathy Dillon,Ruse,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Adam Quinn,Targoviste,2500,6200
Joseph Burton,Varna,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
Joseph Burton,Varna,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Michael Reed,Cluj-Napoca,2500,6200
Joshua Proctor,Targoviste,2500,6200
Nathan Williams,Constanta,2500,6200
Daniel Smith,Ruse,2500,6200
Melanie Jenkins,Sofia,2500,6200
Mark Hodge,Ruse,2500,6200
Sandra Parker,Plovdiv,2500,6200
Adam Quinn,Targoviste,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Brenda Gonzales,Burgas,2500,6200
Philip Johnston,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
James Rogers,Varna,2500,6200
Alisha Gutierrez,Burgas,2500,6200
William Harris,Plovdiv,2500,6200
Jeremy Barajas,Bucharest,2500,6200
Kurt Collins,Cluj-Napoca,2500,6200
Kathy Dillon,Ruse,2500,6200
Alisha Gutierrez,Burgas,2500,6200
Keith Porter,Bucharest,2500,6200
William Harris,Plovdiv,2500,6200
Adam Quinn,Targoviste,2500,6200
Joseph Burton,Varna,2500,6200
Mark Hodge,Ruse,2500,6200
Daniel Smith,Ruse,2500,6200
Julie Simon,Plovdiv,2500,6200
Tamara Tate,Burgas,2500,6200
Shannon Willis,Ruse,2500,6200
Joan Taylor,Burgas,2500,6200
Bonnie Rivera,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Brenda Gonzales,Burgas,2500,6200
Travis Scott,Ruse,2500,6200
Philip Johnston,Bucharest,2500,6200
Melanie Jenkins,Sofia,2500,6200
Kristin Harrell,Varna,2300,4800
Ashley Whitehead,Cluj-Napoca,2300,4800
Cassandra Green,Burgas,2300,4800
Laura Hernandez,Targoviste,2300,4800
Jennifer Garcia,Cluj-Napoca,2300,4800
Emily Wallace,Sofia,2300,4800
Cassandra Green,Burgas,2300,4800
Victoria Decker,Sofia,2300,4800
Stephanie Wright,Constanta,2300,4800
Susan Tran,Targoviste,2300,4800
Ashley Whitehead,Cluj-Napoca,2300,4800
John Shannon,Cluj-Napoca,2300,4800
Jennifer Garcia,Cluj-Napoca,2300,4800
Laura Hernandez,Targoviste,2300,4800
Cassandra Green,Burgas,2300,4800
Kristin Harrell,Varna,2300,4800
Stephanie Wright,Constanta,2300,4800
Susan Tran,Targoviste,2300,4800
Emily Wallace,Sofia,2300,4800
Katherine Mendoza,Bucharest,2300,4800
Robert Hernandez,Targoviste,2300,4800
Louis Lucas,Burgas,2300,4800
Melanie Miller,Sofia,2300,4800
Lindsey Green,Targoviste,2300,4800
Brian Dixon,Cluj-Napoca,2300,4800
Amy Lowery,Sofia,2300,4800
Sandra Johnson,Cluj-Napoca,2300,4800
Linda Barrett,Cluj-Napoca,2300,4800
William Martin,Sofia,2300,4800
Brian Dixon,Cluj-Napoca,2300,4800
Susan Tran,Targoviste,2300,4800
Loretta Lee,Sofia,2300,4800
James Gallagher,Varna,2300,4800
Tracie Robertson,Plovdiv,2300,4800
Victoria Decker,Sofia,2300,4800
James Gallagher,Varna,2300,4800
Loretta Lee,Sofia,2300,4800
Sandra Johnson,Cluj-Napoca,2300,4800
Ashley Whitehead,Cluj-Napoca,2300,4800
Jennifer Garcia,Cluj-Napoca,2300,4800
John Shannon,Cluj-Napoca,2300,4800
Lindsey Green,Targoviste,2300,4800
Melanie Miller,Sofia,2300,4800
Laura Hernandez,Targoviste,2300,4800
Cassandra Green,Burgas,2300,4800
Victoria Decker,Sofia,2300,4800
Tracie Robertson,Plovdiv,2300,4800
William Martin,Sofia,2300,4800
Linda Barrett,Cluj-Napoca,2300,4800
Brian Dixon,Cluj-Napoca,2300,4800
Amy Lowery,Sofia,2300,4800
John Shannon,Cluj-Napoca,2300,4800
Lindsey Green,Targoviste,2300,4800
Melanie Miller,Sofia,2300,4800
Louis Lucas,Burgas,2300,4800
Robert Hernandez,Targoviste,2300,4800
Katherine Mendoza,Bucharest,2300,4800
Emily Wallace,Sofia,2300,4800
Kristin Harrell,Varna,2300,4800
Stephanie Wright,Constanta,2300,4800
Susan Tran,Targoviste,2300,4800
Emily Wallace,Sofia,2300,4800
Sandra Johnson,Cluj-Napoca,2300,4800
Linda Barrett,Cluj-Napoca,2300,4800
William Martin,Sofia,2300,4800
Tracie Robertson,Plovdiv,2300,4800
Victoria Decker,Sofia,2300,4800
James Gallagher,Varna,2300,4800
Loretta Lee,Sofia,2300,4800
Melanie Miller,Sofia,2300,4800
Louis Lucas,Burgas,2300,4800
Robert Hernandez,Targoviste,2300,4800
Katherine Mendoza,Bucharest,2300,4800
Emily Wallace,Sofia,2300,4800
Susan Tran,Targoviste,2300,4800
Stephanie Wright,Constanta,2300,4800
Kristin Harrell,Varna,2300,4800
Cassandra Green,Burgas,2300,4800
Laura Hernandez,Targoviste,2300,4800
Jennifer Garcia,Cluj-Napoca,2300,4800
Ashley Whitehead,Cluj-Napoca,2300,4800
Brian Dixon,Cluj-Napoca,2300,4800
Loretta Lee,Sofia,2300,4800
James Gallagher,Varna,2300,4800
Amy Lowery,Sofia,2300,4800
